Structure,Mean_Dice,Mean_HD95_mm
LV,0.829967228456287,27.471974246155604
Myocardium,0.7586633764995907,19.667115412654088
RV,0.841306047102458,9.303162436521152
Overall,0.8099788840194453,18.814084031776947
